#correlator  value  value_err
4(24)  9.66651e-01  3.80736e-02
6(23)  3.19279e-02  8.16202e-02
6(26)  1.02425e-01  9.05559e-02
6(36)  -1.53373e-02  8.00184e-02
(235)  2.59272e-01  4.62068e-02
(246)  1.09141e-01  6.72265e-02
(234)  -2.18976e-02  6.12508e-02
