# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.6387174482e-03  2.1816530450e-03  -1.7530460847e-10  4.2042707446e-10
2  5.3070184301e-02  2.5610108797e-03  -7.9323594061e-06  1.5311692626e-06
3  0.0000000000e+00  0.0000000000e+00  3.0036004315e-09  4.6459451195e-09
