# type  value  stat. err
v4_L  2.9948735966e-03  9.3232685924e-04
v4(Psi2)  5.0746597034e-03  3.5390438377e-04
rho_422  8.6120802277e-01  8.0120674341e-02
chi_422  7.1793154257e-01  2.9335721461e-02
v5_L  1.1170841452e-03  2.5471726438e-04
v5(Psi23)  7.7472318302e-04  1.3160474082e-04
rho_523  5.6988469202e-01  1.2681542895e-01
chi_523  6.7922775186e-01  1.1124276341e-01
v6_L  5.7864655274e-06  3.8593891458e-07
v6(Psi2)  1.0489693926e-04  1.4478623975e-04
v6(Psi3)  -6.1364125074e-05  1.2804909242e-04
rho_6222  1.9264641668e-01  2.9194582984e-01
rho_633  -1.1269708050e-01  2.4550879025e-01
chi_6222  1.3672282027e-01  1.8826193947e-01
chi_633  -1.6354058587e-01  3.4101625728e-01
