#correlator  value  value_err
4(24)  9.63320e-01  3.57469e-02
6(23)  4.00405e-02  8.25273e-02
6(26)  3.79074e-02  8.26797e-02
6(36)  -5.73194e-02  6.39199e-02
(235)  2.32269e-01  4.66474e-02
(246)  6.33368e-02  6.43259e-02
(234)  -1.57054e-02  6.23898e-02
