# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  9.2270678656e-03  1.1795389517e-02  9.7502386478e-03  1.3152224182e-02
SC_42  9.2443910129e-03  1.1816328595e-02  9.7685891084e-03  1.3175759824e-02
