# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.6696437679e-02  1.1213403008e-01  2.0850086185e-02  2.1352552478e-01
SC_42  1.6701962776e-02  1.1216366374e-01  2.0857039055e-02  2.1358704595e-01
