# type  value  stat. err
v4_L  2.8278863877e-03  4.7286506885e-04
v4(Psi2)  8.9684753012e-04  4.3873720783e-04
rho_422  3.0230530869e-01  1.5426490100e-01
chi_422  9.2908204826e-01  4.4046803942e-01
v5_L  1.5308542582e-03  3.7137918890e-04
v5(Psi23)  4.7358439218e-04  4.2989433998e-04
rho_523  2.9554052660e-01  2.7514448519e-01
chi_523  1.6752787711e+00  1.5076297435e+00
v6_L  8.1945348793e-06  1.1431713040e-06
v6(Psi2)  3.5547078489e-04  2.9666115371e-04
v6(Psi3)  -1.2266852617e-04  2.9096080005e-04
rho_6222  5.7870881581e-01  9.7413748141e-01
rho_633  -1.9970518123e-01  5.5642290783e-01
chi_6222  8.9316648587e+00  7.2936101432e+00
chi_633  -8.1177880525e-01  1.9233440815e+00
