# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  6.2108440703e-11  1.7127831726e-10
2  1.4593968121e-02  4.0001825832e-03  -4.5362144005e-08  4.9734755314e-08
3  6.1982991982e-03  1.2962801386e-03  -1.4760128723e-09  1.2347426993e-09
