# type  value  stat. err
v4_L  2.2787396169e-03  4.1423879069e-04
v4(Psi2)  7.6198894432e-04  3.7186217276e-04
rho_422  3.1712998524e-01  1.6247544300e-01
chi_422  1.0189217070e+00  4.8147642765e-01
v5_L  1.4629647999e-03  3.4196402585e-04
v5(Psi23)  3.9209757012e-04  3.8307899728e-04
rho_523  2.5887900331e-01  2.5859406201e-01
chi_523  1.8512254104e+00  1.7947450499e+00
v6_L  6.6746834180e-06  8.9389118991e-07
v6(Psi2)  3.1152882513e-04  3.0684254762e-04
v6(Psi3)  -1.4677617306e-04  2.5533091371e-04
rho_6222  7.4442691882e-01  1.9468515414e+00
rho_633  -3.5073523043e-01  1.0460792983e+00
chi_6222  1.1443636583e+01  1.1094069294e+01
chi_633  -1.3457503413e+00  2.3359351079e+00
