# type  value  stat. err
v4_L  5.1369752922e-03  3.9215872836e-04
v4(Psi2)  -1.6539314431e-03  4.4596390523e-04
rho_422  -3.0647281677e-01  8.4958840430e-02
chi_422  -1.7658968765e+00  4.5786965537e-01
v5_L  2.5306859719e-03  3.4491918324e-04
v5(Psi23)  1.4392718775e-03  2.9766064361e-04
rho_523  4.9436824572e-01  1.1144985412e-01
chi_523  1.0959046234e+01  2.0292108463e+00
v6_L  6.1053591664e-06  6.8922309257e-07
v6(Psi2)  3.8565762373e-05  2.2007095076e-04
v6(Psi3)  -2.9968726383e-04  2.2820293317e-04
rho_6222  7.0007106094e-02  4.0622510066e-01
rho_633  -5.4401201436e-01  7.0669735756e-01
chi_6222  1.0752273699e+00  6.1344971375e+00
chi_633  -9.7126488750e+00  7.2975984746e+00
