#correlator  value  value_err
4(24)  -3.79321e-01  8.40225e-02
6(23)  2.03126e-02  1.71797e-01
6(26)  -5.32175e-04  1.66221e-01
6(36)  -8.45684e-02  9.22785e-02
(235)  3.55219e-01  5.91403e-02
(246)  1.86749e-01  7.84510e-02
(234)  6.80809e-02  1.15657e-01
