# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  8.2613638460e-01  3.6119177046e-02  4.3438228727e-01  4.8739340826e-02
3  7.0187797167e-01  1.5584960802e-01  5.8282886870e-01  1.7109942930e-01
