# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.3318403615e+00  1.3186289021e+02  4.6468049207e-01  2.5620394471e+01
SC_42  -1.3318558777e+00  1.3186123190e+02  4.6486846419e-01  2.5626298402e+01
