# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -6.8547220989e-03  1.6429973467e-02  -6.5409966587e-03  1.4624970927e-02
SC_42  -6.8570357797e-03  1.6435781599e-02  -6.5431992923e-03  1.4630124483e-02
