# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.9915379016e-03  1.6597859297e-02  -9.9661945462e-09  6.6223036506e-08
2  2.4504739552e-02  7.2951347759e-03  -3.6057894521e-07  4.2938175238e-07
3  0.0000000000e+00  0.0000000000e+00  4.1041652381e-10  7.3995601661e-10
