# type  value  stat. err
v4_L  2.2217880297e-03  8.7020479847e-04
v4(Psi2)  2.0773801877e-03  6.2959899243e-04
rho_422  6.8297008640e-01  2.3214897986e-01
chi_422  6.0733588296e-01  1.5977556455e-01
v5_L  nan  nan
v5(Psi23)  -2.3531751526e-04  4.3831216663e-04
rho_523  nan  nan
chi_523  -5.2190969636e-01  9.6998664004e-01
v6_L  1.1607533737e-05  1.5911829785e-06
v6(Psi2)  -4.5080485416e-04  4.5742729630e-04
v6(Psi3)  -1.8621682345e-04  3.0716071758e-04
rho_6222  -inf  inf
rho_633  -inf  inf
chi_6222  -1.7772093722e+00  1.7439985206e+00
chi_633  -1.4356395989e+00  2.3439133061e+00
