# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.9848703838e+01  1.3663751031e+03  4.8337069708e+00  2.8391013390e+02
SC_42  1.9837947024e+01  1.3656959038e+03  4.8339385632e+00  2.8378861487e+02
