# type  value  stat. err
v4_L  4.8029853659e-03  1.8977326028e-03
v4(Psi2)  7.5171876249e-03  8.8229532648e-04
rho_422  8.4267908319e-01  1.1902044529e-01
chi_422  1.5616366997e+00  1.1314278880e-01
v5_L  1.8175007517e-03  6.1093764784e-04
v5(Psi23)  2.1716532181e-03  3.4948804619e-04
rho_523  7.6686673310e-01  1.4573238269e-01
chi_523  3.1690915557e+00  4.2029915280e-01
v6_L  6.4657716761e-06  1.8629423601e-06
v6(Psi2)  1.6834766501e-03  4.3180078307e-04
v6(Psi3)  3.0002447237e-04  2.7791457502e-04
rho_6222  6.3883968870e-01  1.7940989554e-01
rho_633  1.1385221204e-01  1.0626285322e-01
chi_6222  4.1708646764e+00  9.5490858846e-01
chi_633  1.1615861707e+00  1.0536565846e+00
