# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.9474973270e-01  7.0270782527e-02  4.7502838814e-01  8.8496015187e-02
2  7.7007433341e-01  1.2669470011e-01  5.0508419965e-01  1.5646599721e-01
3  8.4419828404e-01  5.8972130012e-02  4.0946184403e-01  8.2794718277e-02
