# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.5019617485e-01  9.1717979245e-02  5.2876108671e-01  1.0677483395e-01
2  7.8118392835e-01  1.1841413343e-01  4.9163702701e-01  1.4896378939e-01
3  8.5582238370e-01  5.5962592319e-02  3.9286326405e-01  8.1137579058e-02
