# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -5.2353229644e-03  3.7040053941e-03  -5.0703906985e-03  3.4807694634e-03
SC_42  -5.2505659247e-03  3.7134163733e-03  -5.0850519808e-03  3.4894699575e-03
