# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  4.7740413171e-02  4.3302161733e-03  -5.1945112744e-06  1.8846386312e-06
2  8.1880316683e-02  1.4271900421e-02  -4.4948795124e-05  3.1338653980e-05
3  3.5305158252e-02  3.6746543160e-03  -1.5536480706e-06  6.4683121345e-07
