# type  value  stat. err
v4_L  1.1208961669e-02  3.7980904137e-03
v4(Psi2)  1.3211894098e-02  2.3260887674e-03
rho_422  7.6254131720e-01  1.5370232166e-01
chi_422  9.0213503320e-01  8.2829335148e-02
v5_L  5.2458193407e-03  1.3239403988e-03
v5(Psi23)  5.6535185000e-03  8.5698257041e-04
rho_523  7.3304406405e-01  1.2691710133e-01
chi_523  1.5062791597e+00  1.6197608070e-01
v6_L  2.8924810542e-05  9.9450484692e-06
v6(Psi2)  2.2997220940e-03  1.2043372165e-03
v6(Psi3)  1.6201449844e-03  6.4978622979e-04
rho_6222  4.4251244964e-01  2.3714886980e-01
rho_633  3.1174824458e-01  1.2996935641e-01
chi_6222  1.0422354109e+00  4.8280291475e-01
chi_633  7.5164162040e-01  2.8832437976e-01
