# type  value  stat. err
v4_L  7.6713219477e-03  5.2110528544e-04
v4(Psi2)  4.6316119361e-03  4.7795307543e-04
rho_422  5.1685849877e-01  5.7478861955e-02
chi_422  7.3401176698e-01  6.5370529777e-02
v5_L  1.6877416216e-03  5.5037290979e-04
v5(Psi23)  1.9829047473e-03  2.3221237136e-04
rho_523  7.6150847100e-01  1.2712931662e-01
chi_523  1.2370317978e+00  1.3138246121e-01
v6_L  9.7292533637e-06  7.3238040780e-07
v6(Psi2)  3.9157274293e-04  1.6712962077e-04
v6(Psi3)  2.5032037837e-04  1.6518556016e-04
rho_6222  6.3002341396e-01  6.4557314691e-01
rho_633  4.0275453849e-01  4.5978676003e-01
chi_6222  6.1615118108e-01  2.5851056673e-01
chi_633  3.4733296769e-01  2.2767022057e-01
