# type  value  stat. err
v4_L  4.3954872013e-03  3.1537378112e-04
v4(Psi2)  2.5368201046e-03  2.8662381442e-04
rho_422  4.9986468181e-01  6.0945596685e-02
chi_422  8.8482720356e-01  8.9570707415e-02
v5_L  4.7566236693e-04  6.0788567222e-04
v5(Psi23)  9.3830905651e-04  1.3512833245e-04
rho_523  8.9193900740e-01  2.4569382190e-01
chi_523  1.4297066099e+00  1.9357288282e-01
v6_L  4.9155538889e-06  3.9932958225e-07
v6(Psi2)  2.0271739233e-04  1.0776641347e-04
v6(Psi3)  2.6670239852e-04  9.7478970390e-05
rho_6222  3.6009579067e-01  2.8997078528e-01
rho_633  4.7375516213e-01  3.3480241194e-01
chi_6222  1.0494333986e+00  5.5244390568e-01
chi_633  1.0055207983e+00  3.5928162491e-01
