# type  value  stat. err
v4_L  5.2815510926e-03  3.7176079672e-04
v4(Psi2)  3.0893150605e-03  3.4200281808e-04
rho_422  5.0489621448e-01  6.0185824802e-02
chi_422  8.0915390451e-01  7.9596831979e-02
v5_L  7.9408267506e-04  5.1719406604e-04
v5(Psi23)  1.1980415470e-03  1.5653584375e-04
rho_523  8.3352819737e-01  1.8328647729e-01
chi_523  1.3381396989e+00  1.6202681744e-01
v6_L  5.8096444735e-06  4.6530180342e-07
v6(Psi2)  2.4048053827e-04  1.1481947478e-04
v6(Psi3)  3.4923690766e-04  1.0536639058e-04
rho_6222  5.1925115692e-01  5.9537362361e-01
rho_633  7.5408043265e-01  8.1836028632e-01
chi_6222  8.0808838218e-01  3.8095402080e-01
chi_633  9.4232949220e-01  2.7532509332e-01
