# cen dN/deta(ch)  <pT>  <pT>_err (charged, pi^+, K^+, p)
2.5 4.05933e+02 5.36440e-01 3.65651e-04 4.27804e-01 2.98756e-04 4.19003e-01 3.17911e-04 6.49361e-01 7.43688e-04 6.53032e-01 7.27672e-04 9.33898e-01 1.08664e-03 9.82100e-01 1.08293e-03
7.5 3.28355e+02 5.38160e-01 4.10325e-04 4.28257e-01 3.46865e-04 4.19468e-01 3.21355e-04 6.48740e-01 7.95778e-04 6.51082e-01 7.93257e-04 9.34039e-01 9.26638e-04 9.76710e-01 1.24602e-03
15 2.52250e+02 5.38947e-01 2.93448e-04 4.28051e-01 2.18859e-04 4.19534e-01 2.10843e-04 6.45440e-01 5.59519e-04 6.47127e-01 5.42841e-04 9.30535e-01 7.63268e-04 9.70149e-01 8.46863e-04
25 1.77275e+02 5.39741e-01 3.92849e-04 4.27334e-01 2.89811e-04 4.19089e-01 2.70011e-04 6.40441e-01 6.83784e-04 6.41483e-01 6.61046e-04 9.24173e-01 1.00508e-03 9.60449e-01 1.14648e-03
35 1.25632e+02 5.42460e-01 4.15963e-04 4.27832e-01 3.02282e-04 4.19716e-01 2.72019e-04 6.38337e-01 6.48132e-04 6.38540e-01 6.72631e-04 9.23319e-01 9.08857e-04 9.56691e-01 1.28067e-03
45 8.30558e+01 5.46340e-01 5.90692e-04 4.28824e-01 4.10313e-04 4.21091e-01 3.95443e-04 6.35899e-01 8.19553e-04 6.35547e-01 7.69652e-04 9.19978e-01 9.89441e-04 9.51773e-01 1.51008e-03
55 5.06000e+01 5.51771e-01 7.37956e-04 4.30249e-01 4.83200e-04 4.23002e-01 4.67201e-04 6.35342e-01 9.16652e-04 6.34030e-01 8.23219e-04 9.23104e-01 1.49515e-03 9.44838e-01 1.47907e-03
65 2.80046e+01 5.67759e-01 1.13330e-03 4.38204e-01 7.82441e-04 4.31489e-01 7.47339e-04 6.47184e-01 1.27761e-03 6.45015e-01 1.21504e-03 9.43467e-01 1.64484e-03 9.62361e-01 2.26970e-03
75 1.37659e+01 5.89510e-01 1.37432e-03 4.49437e-01 8.88163e-04 4.43464e-01 8.53958e-04 6.66961e-01 1.37219e-03 6.62702e-01 1.31961e-03 9.82182e-01 1.64330e-03 9.86107e-01 2.63854e-03
85 6.26423e+00 6.20483e-01 1.62510e-03 4.66347e-01 1.16103e-03 4.60655e-01 1.10734e-03 6.98599e-01 1.50949e-03 6.95090e-01 1.55594e-03 1.03464e+00 1.28792e-03 1.04179e+00 2.90766e-03
95 2.03502e+00 5.94182e-01 3.62084e-03 4.42130e-01 2.35552e-03 4.37714e-01 2.37819e-03 6.60924e-01 4.08079e-03 6.54060e-01 3.81697e-03 9.94272e-01 7.56671e-03 9.72088e-01 6.70195e-03
