# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 8.49366e+02 4.45577e-03 2.92882e-04
7.5 6.90161e+02 5.80254e-03 4.23693e-04
15 5.32719e+02 5.73012e-03 2.90031e-04
25 3.74569e+02 7.18081e-03 3.41572e-04
35 2.65412e+02 8.84868e-03 4.44936e-04
45 1.74725e+02 1.05842e-02 5.28376e-04
55 1.06253e+02 1.10398e-02 5.35232e-04
65 5.96344e+01 1.29867e-02 6.94742e-04
75 2.97916e+01 1.41301e-02 6.83885e-04
85 1.39976e+01 1.78942e-02 1.00654e-03
95 5.03905e+00 1.04167e-02 1.07896e-03
