# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 5.75783e+02 2.52223e-03 1.86603e-04
7.5 4.65640e+02 2.94789e-03 2.45357e-04
15 3.57471e+02 3.05817e-03 1.77386e-04
25 2.50761e+02 3.85775e-03 2.13933e-04
35 1.77458e+02 4.75345e-03 2.60699e-04
45 1.16983e+02 5.61301e-03 3.07697e-04
55 7.11664e+01 5.89818e-03 3.08543e-04
65 3.94042e+01 7.33653e-03 4.77788e-04
75 1.93981e+01 8.06216e-03 4.26349e-04
85 8.86405e+00 1.09829e-02 7.09759e-04
95 2.91166e+00 6.00984e-03 7.12885e-04
