# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 4.05933e+02 2.16337e-03 1.81726e-04
7.5 3.28355e+02 2.55164e-03 2.30142e-04
15 2.52250e+02 2.59556e-03 1.62402e-04
25 1.77275e+02 3.30521e-03 1.96886e-04
35 1.25632e+02 4.03472e-03 2.23204e-04
45 8.30558e+01 4.73238e-03 2.61960e-04
55 5.06000e+01 4.87353e-03 2.69275e-04
65 2.80046e+01 6.01954e-03 3.77644e-04
75 1.37659e+01 6.43123e-03 3.48538e-04
85 6.26423e+00 8.70444e-03 5.61487e-04
95 2.03502e+00 4.75928e-03 5.58219e-04
