# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 4.05933e+02 2.55844e-02 1.24290e-03
7.5 3.28355e+02 4.17448e-02 1.47862e-03
15 2.52250e+02 5.13005e-02 1.33112e-03
25 1.77275e+02 6.51052e-02 1.63986e-03
35 1.25632e+02 7.70614e-02 1.80168e-03
45 8.30558e+01 7.94198e-02 2.26375e-03
55 5.06000e+01 8.21404e-02 2.67955e-03
65 2.80046e+01 8.60821e-02 2.94629e-03
75 1.37659e+01 8.11553e-02 2.96595e-03
85 6.26423e+00 9.61014e-02 3.69484e-03
95 2.03502e+00 6.89035e-02 4.06097e-03
