# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 5.75783e+02 6.53557e-03 3.58748e-04
7.5 4.65640e+02 7.22843e-03 4.20153e-04
15 3.57471e+02 8.20140e-03 3.35043e-04
25 2.50761e+02 9.43651e-03 4.36489e-04
35 1.77458e+02 1.00019e-02 4.99785e-04
45 1.16983e+02 1.14457e-02 5.16878e-04
55 7.11664e+01 1.25141e-02 6.15968e-04
65 3.94042e+01 1.50679e-02 6.92068e-04
75 1.93981e+01 1.62502e-02 9.69386e-04
85 8.86405e+00 1.95519e-02 1.14098e-03
95 2.91166e+00 1.44510e-02 1.20293e-03
