# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 4.05933e+02 2.06050e-03 1.73544e-04
7.5 3.28355e+02 2.38441e-03 2.17691e-04
15 2.52250e+02 2.41130e-03 1.57548e-04
25 1.77275e+02 3.09973e-03 1.89196e-04
35 1.25632e+02 3.75576e-03 2.13281e-04
45 8.30558e+01 4.40692e-03 2.48196e-04
55 5.06000e+01 4.53624e-03 2.54290e-04
65 2.80046e+01 5.63670e-03 3.59673e-04
75 1.37659e+01 6.03952e-03 3.28841e-04
85 6.26423e+00 8.23423e-03 5.38629e-04
95 2.03502e+00 4.48294e-03 5.35188e-04
