# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 4.05933e+02 7.92808e-03 4.14986e-04
7.5 3.28355e+02 8.66270e-03 4.94567e-04
15 2.52250e+02 9.81151e-03 3.95531e-04
25 1.77275e+02 1.13865e-02 5.22485e-04
35 1.25632e+02 1.20568e-02 5.93259e-04
45 8.30558e+01 1.37721e-02 6.22832e-04
55 5.06000e+01 1.49666e-02 7.17648e-04
65 2.80046e+01 1.79980e-02 8.03506e-04
75 1.37659e+01 1.91452e-02 1.10950e-03
85 6.26423e+00 2.26632e-02 1.27426e-03
95 2.03502e+00 1.69168e-02 1.38011e-03
