# cen dN/deta(ch)  dN/deta(ch)_err  dN/dy dN/dy_err(pi^+, pi^-, K^+, K^-, p, pbar)
2.5 4.05933e+02 2.40057e+00 1.81641e+02 1.09048e+00 1.92637e+02 1.14552e+00 3.53514e+01 2.08811e-01 2.85259e+01 1.81175e-01 3.41709e+01 2.12062e-01 1.11537e+01 8.49623e-02
7.5 3.28355e+02 2.03243e+00 1.46650e+02 9.16966e-01 1.55465e+02 9.70900e-01 2.86916e+01 1.79050e-01 2.30657e+01 1.49471e-01 2.83429e+01 2.05444e-01 9.35935e+00 7.09767e-02
15 2.52250e+02 1.70477e+00 1.12484e+02 7.62492e-01 1.19187e+02 8.12674e-01 2.19700e+01 1.50469e-01 1.77939e+01 1.20917e-01 2.21536e+01 1.65226e-01 7.68734e+00 5.15362e-02
25 1.77275e+02 1.40305e+00 7.89163e+01 6.26385e-01 8.35317e+01 6.68908e-01 1.54102e+01 1.24805e-01 1.25215e+01 9.84286e-02 1.60781e+01 1.44996e-01 5.84202e+00 4.23956e-02
35 1.25632e+02 9.75947e-01 5.57981e+01 4.34857e-01 5.89558e+01 4.67540e-01 1.08661e+01 8.71949e-02 8.88859e+00 6.86095e-02 1.17134e+01 1.10206e-01 4.52891e+00 3.40442e-02
45 8.30558e+01 7.87398e-01 3.68168e+01 3.53049e-01 3.87497e+01 3.73519e-01 7.10470e+00 6.85708e-02 5.88805e+00 5.68863e-02 7.98030e+00 8.20107e-02 3.37442e+00 3.26794e-02
55 5.06000e+01 5.86495e-01 2.23493e+01 2.60789e-01 2.34040e+01 2.76262e-01 4.26593e+00 5.11366e-02 3.59235e+00 4.24142e-02 5.03888e+00 6.72734e-02 2.34147e+00 2.60621e-02
65 2.80046e+01 3.65903e-01 1.22596e+01 1.61257e-01 1.27774e+01 1.70540e-01 2.31101e+00 3.14382e-02 1.96360e+00 2.58744e-02 2.95862e+00 4.73090e-02 1.47100e+00 1.85694e-02
75 1.37659e+01 2.09667e-01 5.96100e+00 9.20579e-02 6.16631e+00 9.62764e-02 1.10097e+00 1.74565e-02 9.53840e-01 1.50063e-02 1.51965e+00 2.79177e-02 8.33179e-01 1.30119e-02
85 6.26423e+00 1.19822e-01 2.67033e+00 5.23599e-02 2.74629e+00 5.43769e-02 4.83365e-01 9.85711e-03 4.21580e-01 8.58595e-03 7.38249e-01 1.84203e-02 4.18807e-01 8.62558e-03
95 2.03502e+00 6.63903e-02 8.73875e-01 2.79014e-02 8.90337e-01 2.86126e-02 1.53706e-01 5.09465e-03 1.36250e-01 4.63639e-03 2.53968e-01 9.51174e-03 1.51875e-01 5.31247e-03
