# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 5.75783e+02 1.37816e-02 8.26630e-04
7.5 4.65640e+02 1.59091e-02 1.10507e-03
15 3.57471e+02 1.80284e-02 7.94702e-04
25 2.50761e+02 2.00786e-02 8.82610e-04
35 1.77458e+02 2.19923e-02 8.08962e-04
45 1.16983e+02 2.63966e-02 9.90360e-04
55 7.11664e+01 2.49173e-02 1.01022e-03
65 3.94042e+01 2.87800e-02 1.40714e-03
75 1.93981e+01 3.26119e-02 1.42967e-03
85 8.86405e+00 3.61550e-02 1.68259e-03
95 2.91166e+00 1.71850e-02 9.40250e-04
