# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 8.49366e+02 2.28071e-02 1.31607e-03
7.5 6.90161e+02 2.63059e-02 1.83345e-03
15 5.32719e+02 2.98770e-02 1.29593e-03
25 3.74569e+02 3.36418e-02 1.45977e-03
35 2.65412e+02 3.71512e-02 1.34935e-03
45 1.74725e+02 4.48321e-02 1.65062e-03
55 1.06253e+02 4.21732e-02 1.65114e-03
65 5.96344e+01 4.79593e-02 2.02463e-03
75 2.97916e+01 5.26115e-02 2.13816e-03
85 1.39976e+01 5.62698e-02 2.48404e-03
95 5.03905e+00 2.77673e-02 1.45295e-03
