# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 4.05933e+02 5.73317e-03 3.14496e-04
7.5 3.28355e+02 6.31674e-03 3.65290e-04
15 2.52250e+02 7.13123e-03 2.85782e-04
25 1.77275e+02 8.19293e-03 3.73866e-04
35 1.25632e+02 8.52615e-03 4.09501e-04
45 8.30558e+01 9.72075e-03 4.39136e-04
55 5.06000e+01 1.06189e-02 5.17698e-04
65 2.80046e+01 1.26144e-02 5.83723e-04
75 1.37659e+01 1.34331e-02 8.04064e-04
85 6.26423e+00 1.59509e-02 9.07072e-04
95 2.03502e+00 1.17309e-02 9.29842e-04
