# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -6.2209755853e-03  6.4517711762e-03  -5.9868156397e-03  5.9779953742e-03
SC_42  -6.2296456065e-03  6.4616551943e-03  -5.9951100963e-03  5.9870906590e-03
