# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  6.5997930672e-03  1.0731631031e-03  -1.8972356417e-09  1.2340043197e-09
2  4.0650185516e-02  2.4730309995e-03  -2.7305499641e-06  6.6447270743e-07
3  0.0000000000e+00  0.0000000000e+00  1.2532647161e-07  8.2947269374e-08
