# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  5.9822730501e-03  8.2644165169e-04  -1.2807516586e-09  7.0773534224e-10
2  3.3185462223e-02  2.0093887277e-03  -1.2128064119e-06  2.9374302718e-07
3  0.0000000000e+00  0.0000000000e+00  3.6708550985e-08  2.5726084292e-08
