# type  value  stat. err
v4_L  7.0704537103e-03  4.6544356462e-04
v4(Psi2)  1.6384798636e-03  6.2598030152e-04
rho_422  2.2575376111e-01  8.7284035030e-02
chi_422  7.4415774219e-01  2.7958553705e-01
v5_L  2.6946822216e-03  2.8300253453e-04
v5(Psi23)  1.1427542494e-03  2.5921067266e-04
rho_523  3.9042121040e-01  9.4171506825e-02
chi_523  1.5382860709e+00  2.8985096118e-01
v6_L  6.4610275767e-06  9.1624870625e-07
v6(Psi2)  -3.3988020758e-05  2.3938816675e-04
v6(Psi3)  8.7482708429e-04  2.4210177719e-04
rho_6222  -1.9588800253e-02  1.3799959687e-01
rho_633  5.0420155771e-01  1.5774127520e-01
chi_6222  -2.6509231549e-01  1.8669372848e+00
chi_633  2.0074062696e+00  4.1887796144e-01
