# type  value  stat. err
v4_L  1.2669126394e-02  7.6718903411e-04
v4(Psi2)  2.6736836008e-03  1.1228711401e-03
rho_422  2.0649108540e-01  8.7464620214e-02
chi_422  5.5907599253e-01  2.3153171999e-01
v5_L  5.3861709815e-03  4.9841328504e-04
v5(Psi23)  2.1511838622e-03  5.0146047509e-04
rho_523  3.7090242540e-01  9.0609879637e-02
chi_523  1.1807430896e+00  2.3180640929e-01
v6_L  1.3249707190e-05  2.3055536824e-06
v6(Psi2)  -3.0500875934e-04  4.0741404091e-04
v6(Psi3)  1.5560551743e-03  4.6309185975e-04
rho_6222  -1.1021983367e-01  1.4802188314e-01
rho_633  5.6230562974e-01  1.8472496000e-01
chi_6222  -7.4318429919e-01  9.8988792638e-01
chi_633  1.2735404434e+00  2.9598899910e-01
