# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  7.0956614452e-03  1.7421899638e-02  -2.5349625249e-09  2.4896262617e-08
2  2.4272032802e-02  2.8294864891e-03  -3.4707601426e-07  1.6184007347e-07
3  2.1117123791e-03  4.5783036080e-03  -1.9885616665e-11  1.7245225520e-10
