# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  3.9132573855e-01  1.4086254646e+00  6.4146647408e-01  2.1551463234e+00
2  8.2417566948e-01  7.2247218636e-02  4.3686183345e-01  9.7075315362e-02
3  3.7294877590e-01  1.3497765652e+00  6.5613315352e-01  2.1957237767e+00
