# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.1003333233e-03  1.4411317911e-02  -4.3053807105e-09  3.0638842956e-08
2  2.6009376875e-02  3.0169647206e-03  -4.5763558852e-07  2.1233425654e-07
3  1.9313041901e-03  7.6492955276e-03  -1.3912421628e-11  2.2041110890e-10
