# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.6486301767e-01  1.3975453894e-01  5.1145185939e-01  1.7521861828e-01
2  7.3470550415e-01  6.6302429346e-02  5.4665684727e-01  7.5534474056e-02
3  6.0589704322e-01  1.7292265449e-01  6.8020884379e-01  1.6632749770e-01
