# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  6.2051251366e-03  7.6151974270e-03  6.4419249802e-03  8.1972966143e-03
SC_42  6.2077681594e-03  7.6182578578e-03  6.4446800757e-03  8.2006245812e-03
