# type  value  stat. err
v4_L  5.4955397480e-03  3.9000570587e-04
v4(Psi2)  1.5250157027e-03  5.0512338982e-04
rho_422  2.6739592264e-01  9.0081515697e-02
chi_422  1.4045461430e+00  4.5125235609e-01
v5_L  9.9470994008e-04  3.7950636829e-04
v5(Psi23)  7.7733202873e-04  2.0984559961e-04
rho_523  6.1574973990e-01  2.1197157929e-01
chi_523  2.1388977342e+00  5.4964269921e-01
v6_L  5.3863737060e-06  5.8215405335e-07
v6(Psi2)  2.3701128415e-04  2.3868134231e-04
v6(Psi3)  2.4930279774e-04  1.6540213524e-04
rho_6222  inf  inf
rho_633  inf  inf
chi_6222  5.0928465121e+00  5.0914719129e+00
chi_633  1.1610471810e+00  7.6123427970e-01
