# type  value  stat. err
v4_L  1.9540206816e-03  5.6472700790e-04
v4(Psi2)  9.4833520407e-04  3.2056898162e-04
rho_422  4.3662061696e-01  1.7726401351e-01
chi_422  1.6698351734e+00  5.3587430241e-01
v5_L  1.1481321494e-03  1.1169408999e-03
v5(Psi23)  1.2635821254e-03  7.1220647413e-04
rho_523  7.4010881276e-01  4.7731505991e-01
chi_523  1.4990294575e+01  7.5613340097e+00
v6_L  6.0812162332e-06  9.5169627827e-07
v6(Psi2)  -6.9597692673e-05  2.1169838314e-04
v6(Psi3)  3.7900093743e-04  3.6943756888e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -3.9624562467e+00  1.2041022943e+01
chi_633  1.1281276823e+01  1.0240137864e+01
