# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -6.5999782963e-03  7.7174234007e-03  -6.3381291030e-03  7.0511449802e-03
SC_42  -6.5960161435e-03  7.7164513362e-03  -6.3343214525e-03  7.0502560148e-03
