# type  value  stat. err
v4_L  3.1467672921e-03  3.9296867168e-04
v4(Psi2)  1.9588921351e-03  3.1781353454e-04
rho_422  5.2847761300e-01  9.5081265216e-02
chi_422  3.9714972132e-01  5.5934244134e-02
v5_L  3.1213340496e-03  3.4637081875e-04
v5(Psi23)  -1.5538301333e-03  4.2391075972e-04
rho_523  -4.4564423107e-01  1.2557523204e-01
chi_523  -2.5628887480e+00  6.6484923806e-01
v6_L  1.1446921860e-05  1.1073290915e-06
v6(Psi2)  -3.4929222983e-04  3.4004837012e-04
v6(Psi3)  -5.5626746573e-04  2.3216273793e-04
rho_6222  -1.6705620622e-01  1.6391611976e-01
rho_633  -2.6604637759e-01  1.1571538681e-01
chi_6222  -7.8290257016e-01  7.5370680891e-01
chi_633  -4.5461075460e+00  1.8166869952e+00
