# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  9.6127280234e-03  1.3874530586e-02  1.0188322342e-02  1.5580822607e-02
SC_42  9.6273657110e-03  1.3894345977e-02  1.0203851142e-02  1.5603206556e-02
