# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.3081655457e-10  1.1414250094e-09
2  5.3526501511e-02  2.9855611657e-03  -8.2087198732e-06  1.8314393492e-06
3  3.5057343515e-03  8.9929574767e-03  -1.5104836081e-10  1.5498852446e-09
