# type  value  stat. err
v4_L  4.3373458868e-03  4.0833647806e-04
v4(Psi2)  -3.2604822357e-05  4.4358973880e-04
rho_422  -7.5170166313e-03  1.0227171999e-01
chi_422  -5.1048267395e-01  6.9447573789e+00
v5_L  2.1545277166e-03  3.6824354330e-04
v5(Psi23)  -8.8838518191e-04  4.9527382887e-04
rho_523  -3.8119982446e-01  2.1751164848e-01
chi_523  -1.7880912797e+01  9.2820124137e+00
v6_L  1.0027362211e-05  1.1649821989e-06
v6(Psi2)  1.4452587125e-04  2.2558776283e-04
v6(Psi3)  2.9461051754e-05  1.5439289732e-04
rho_6222  inf  inf
rho_633  inf  inf
chi_6222  2.1597351017e+02  3.3453884037e+02
chi_633  3.5778309345e-01  1.8742510654e+00
