# type  value  stat. err
v4_L  8.8789345943e-03  9.3300310381e-04
v4(Psi2)  -2.6088394133e-03  1.2605444144e-03
rho_422  -2.8190654372e-01  1.3849246485e-01
chi_422  -7.2952905539e+00  3.4259938558e+00
v5_L  3.5501547385e-03  8.7134239804e-04
v5(Psi23)  -2.9119605865e-03  6.4392227085e-04
rho_523  -6.3418815019e-01  1.5856814711e-01
chi_523  -1.1468502087e+01  1.7475914973e+00
v6_L  2.2014635413e-05  2.5826272546e-06
v6(Psi2)  -1.2680982191e-04  3.8982287551e-04
v6(Psi3)  1.6020369592e-04  2.8399028945e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -1.5477925780e+01  4.7514286124e+01
chi_633  4.3226597671e-01  7.6368513009e-01
