# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.7181353193e-03  1.8265640127e-03  -3.6354319503e-03  1.7485951433e-03
SC_42  -3.7178532525e-03  1.8263469722e-03  -3.6351536253e-03  1.7483828825e-03
