# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 3.91641e+02 2.89863e-03 2.26890e-04
7.5 3.16432e+02 3.91727e-03 3.03635e-04
15 2.42854e+02 4.20278e-03 2.23097e-04
25 1.71005e+02 4.83081e-03 2.57405e-04
35 1.14878e+02 6.30063e-03 2.94192e-04
45 7.38505e+01 7.92639e-03 4.07189e-04
55 4.38751e+01 8.25271e-03 3.80876e-04
65 2.38793e+01 9.63676e-03 6.04455e-04
75 1.19868e+01 1.09450e-02 7.89771e-04
85 5.24608e+00 1.32690e-02 7.99696e-04
95 1.94476e+00 7.61889e-03 7.32747e-04
