# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 8.23007e+02 4.01518e-02 1.90048e-03
7.5 6.69727e+02 6.09334e-02 2.67879e-03
15 5.15879e+02 8.19757e-02 2.57076e-03
25 3.64363e+02 1.07283e-01 2.86710e-03
35 2.45516e+02 1.26778e-01 3.70143e-03
45 1.58535e+02 1.40493e-01 4.18139e-03
55 9.48813e+01 1.35530e-01 4.58860e-03
65 5.18792e+01 1.46655e-01 5.08731e-03
75 2.67768e+01 1.55102e-01 5.96381e-03
85 1.18346e+01 1.69377e-01 5.84334e-03
95 4.64612e+00 1.24378e-01 7.15823e-03
