# cen dN/dy dN/dy_err(Lambda, Lambdabar, Xi^-, Xibar^+, Omega, Omegabar, phi)
2.5 8.34083e+00 6.10299e-02 3.33071e+00 2.53280e-02 1.51417e+00 1.11760e-02 7.81808e-01 6.25791e-03 2.17367e-01 2.14857e-03 1.48750e-01 1.84178e-03 0.00000e+00 0.00000e+00
7.5 6.87372e+00 4.62038e-02 2.75045e+00 2.19537e-02 1.24305e+00 7.75254e-03 6.42426e-01 5.21233e-03 1.78372e-01 1.56715e-03 1.23975e-01 1.48400e-03 0.00000e+00 0.00000e+00
15 5.33634e+00 3.75148e-02 2.25240e+00 1.71564e-02 9.56252e-01 6.69300e-03 5.22188e-01 4.01192e-03 1.41027e-01 1.18427e-03 1.01118e-01 9.12794e-04 0.00000e+00 0.00000e+00
25 3.83243e+00 3.05281e-02 1.72118e+00 1.51414e-02 6.84044e-01 5.54346e-03 3.96366e-01 3.60359e-03 1.04786e-01 8.98691e-04 7.87514e-02 7.54510e-04 0.00000e+00 0.00000e+00
35 2.62097e+00 2.19595e-02 1.28329e+00 1.09104e-02 4.66555e-01 3.81201e-03 2.90925e-01 2.48184e-03 7.49095e-02 6.48729e-04 5.83981e-02 5.75187e-04 0.00000e+00 0.00000e+00
45 1.72087e+00 1.84267e-02 9.15290e-01 9.47567e-03 3.05876e-01 2.98152e-03 2.05108e-01 2.02302e-03 5.16295e-02 5.00891e-04 4.21622e-02 4.55728e-04 0.00000e+00 0.00000e+00
55 1.05008e+00 1.38873e-02 6.17365e-01 7.42150e-03 1.87804e-01 2.18380e-03 1.36545e-01 1.61834e-03 3.32833e-02 3.62486e-04 2.87356e-02 3.44550e-04 0.00000e+00 0.00000e+00
65 5.89099e-01 8.36975e-03 3.75477e-01 4.77180e-03 1.05705e-01 1.31823e-03 8.22095e-02 1.00673e-03 1.98461e-02 2.44605e-04 1.76739e-02 2.21138e-04 0.00000e+00 0.00000e+00
75 3.02028e-01 4.81175e-03 2.16104e-01 3.42117e-03 5.56875e-02 8.19828e-04 4.68845e-02 7.22343e-04 1.09814e-02 1.59125e-04 1.02101e-02 1.57345e-04 0.00000e+00 0.00000e+00
85 1.38569e-01 2.56660e-03 1.06173e-01 2.11995e-03 2.59952e-02 4.62229e-04 2.29655e-02 4.45069e-04 5.30220e-03 9.49822e-05 5.06845e-03 9.90456e-05 0.00000e+00 0.00000e+00
95 5.32307e-02 1.42761e-03 4.40060e-02 1.31953e-03 1.02880e-02 2.74345e-04 9.47127e-03 2.77401e-04 2.20025e-03 6.17990e-05 2.14659e-03 6.09761e-05 0.00000e+00 0.00000e+00
