# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 5.54872e+02 3.67322e-03 2.50958e-04
7.5 4.48338e+02 4.76369e-03 3.55888e-04
15 3.43792e+02 5.22307e-03 2.70380e-04
25 2.41811e+02 5.90471e-03 3.10450e-04
35 1.62219e+02 7.66307e-03 3.48720e-04
45 1.04133e+02 9.62745e-03 4.99493e-04
55 6.18258e+01 1.02331e-02 4.67328e-04
65 3.36695e+01 1.21055e-02 7.83215e-04
75 1.69542e+01 1.36724e-02 9.64221e-04
85 7.44306e+00 1.66609e-02 1.02035e-03
95 2.77619e+00 9.83870e-03 9.87989e-04
