# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 3.91641e+02 2.68719e-03 2.17964e-04
7.5 3.16432e+02 3.68284e-03 2.87900e-04
15 2.42854e+02 3.93382e-03 2.08829e-04
25 1.71005e+02 4.48369e-03 2.41625e-04
35 1.14878e+02 5.86336e-03 2.78068e-04
45 7.38505e+01 7.41460e-03 3.82086e-04
55 4.38751e+01 7.75516e-03 3.60887e-04
65 2.38793e+01 9.09103e-03 5.76734e-04
75 1.19868e+01 1.03397e-02 7.55897e-04
85 5.24608e+00 1.25802e-02 7.61589e-04
95 1.94476e+00 7.18910e-03 7.03436e-04
