# cen dN/deta(ch)  <pT>  <pT>_err (charged, pi^+, K^+, p)
2.5 3.91641e+02 5.53927e-01 5.65447e-04 4.40039e-01 4.30316e-04 4.31122e-01 4.14949e-04 6.69236e-01 9.51674e-04 6.72446e-01 9.12645e-04 9.62531e-01 1.15488e-03 1.02110e+00 1.44593e-03
7.5 3.16432e+02 5.54682e-01 4.87126e-04 4.39679e-01 3.56581e-04 4.30967e-01 3.37183e-04 6.66975e-01 8.16192e-04 6.68489e-01 8.05204e-04 9.62113e-01 1.05566e-03 1.01002e+00 1.12067e-03
15 2.42854e+02 5.58750e-01 3.68078e-04 4.42025e-01 2.69553e-04 4.33272e-01 2.65853e-04 6.68101e-01 6.37438e-04 6.68799e-01 6.28277e-04 9.65880e-01 1.03916e-03 1.00641e+00 1.20604e-03
25 1.71005e+02 5.63419e-01 4.57259e-04 4.44374e-01 3.33059e-04 4.35815e-01 3.22473e-04 6.68258e-01 7.08179e-04 6.68323e-01 6.90767e-04 9.64875e-01 1.01243e-03 1.00363e+00 1.25833e-03
35 1.14878e+02 5.68714e-01 5.48695e-04 4.46722e-01 3.80067e-04 4.38471e-01 3.51708e-04 6.68901e-01 6.96077e-04 6.67881e-01 7.17490e-04 9.63379e-01 8.59796e-04 1.00291e+00 1.29986e-03
45 7.38505e+01 5.76034e-01 1.05899e-03 4.50169e-01 7.08083e-04 4.42367e-01 6.93019e-04 6.71528e-01 1.23643e-03 6.69751e-01 1.03844e-03 9.69767e-01 2.12412e-03 9.95911e-01 1.79696e-03
55 4.38751e+01 5.92659e-01 1.01830e-03 4.59224e-01 6.76706e-04 4.51991e-01 6.48850e-04 6.84161e-01 1.19201e-03 6.82291e-01 9.45774e-04 9.94135e-01 2.03603e-03 1.01583e+00 1.54461e-03
65 2.38793e+01 5.99157e-01 1.01765e-03 4.60616e-01 6.61798e-04 4.54384e-01 6.29773e-04 6.85806e-01 1.02736e-03 6.82106e-01 9.11560e-04 1.00206e+00 1.80092e-03 1.00732e+00 1.94697e-03
75 1.19868e+01 6.17617e-01 1.48725e-03 4.70071e-01 9.52568e-04 4.64735e-01 9.42714e-04 7.03450e-01 1.34097e-03 6.99662e-01 1.26945e-03 1.03287e+00 2.61108e-03 1.03243e+00 2.72994e-03
85 5.24608e+00 6.48204e-01 1.57982e-03 4.87160e-01 1.00674e-03 4.82373e-01 9.87118e-04 7.34331e-01 1.09501e-03 7.31342e-01 1.10914e-03 1.08485e+00 2.36778e-03 1.08160e+00 2.93864e-03
95 1.94476e+00 6.21023e-01 4.67240e-03 4.64699e-01 3.07121e-03 4.61801e-01 3.08929e-03 6.96210e-01 4.77846e-03 6.92963e-01 4.52639e-03 1.02057e+00 8.95272e-03 1.01246e+00 8.17042e-03
