# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 3.91641e+02 9.17047e-03 5.08725e-04
7.5 3.16432e+02 1.13248e-02 5.65901e-04
15 2.42854e+02 1.30515e-02 4.89469e-04
25 1.71005e+02 1.45577e-02 5.57434e-04
35 1.14878e+02 1.71450e-02 8.36049e-04
45 7.38505e+01 2.16958e-02 1.06356e-03
55 4.38751e+01 2.25030e-02 1.09610e-03
65 2.38793e+01 2.65989e-02 1.43175e-03
75 1.19868e+01 2.92733e-02 1.43881e-03
85 5.24608e+00 3.60555e-02 2.05889e-03
95 1.94476e+00 2.65550e-02 2.06778e-03
